Idol Type,Size,Affix Type,Content Tag,Affix,Stripped Affix,Range,,,,,,
Totemic Idol,1x3,Suffix,Heist,"Legion Monsters in your Maps which have Rewards have (8–12)% chance to gain two additional Rewards, and if not have (15–20)% chance to gain one additional Reward","Legion Monsters in your Maps which have Rewards have #% chance to gain two additional Rewards, and if not have #% chance to gain one additional Reward",8–12,,,,,,
Totemic Idol,1x3,Suffix,Pack Size,(5–10)% increased Pack Size of your Maps affected by Fortune Favours the Brave,#% increased Pack Size of your Maps affected by Fortune Favours the Brave,5–10,,,,,,
Totemic Idol,1x3,Suffix,Maps,(5–10)% increased Quantity of Items found in your Maps affected by Fortune Favours the Brave,#% increased Quantity of Items found in your Maps affected by Fortune Favours the Brave,5–10,,,,,,
Totemic Idol,1x3,Suffix,Maps,(10–20)% increased Rarity of Items found in your Maps affected by Fortune Favours the Brave,#% increased Rarity of Items found in your Maps affected by Fortune Favours the Brave,10–20,,,,,,
Totemic Idol,1x3,Suffix,Ultimatum,Ultimatum Encounters in your Maps spawn (15–20)% increased number of Monsters,Ultimatum Encounters in your Maps spawn #% increased number of Monsters,15–20,,,,,,
Totemic Idol,1x3,Suffix,Ultimatum,Ultimatum Monsters in your Maps grant (40–60)% increased Experience,Ultimatum Monsters in your Maps grant #% increased Experience,40–60,,,,,,
Totemic Idol,1x3,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Unique Items,Inscribed Ultimatums found in your Maps have #% increased chance to reward Unique Items,40–60,,,,,,
Totemic Idol,1x3,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Currency Items,Inscribed Ultimatums found in your Maps have #% increased chance to reward Currency Items,40–60,,,,,,
Totemic Idol,1x3,Suffix,Ultimatum,Inscribed Ultimatums found in your Maps have (40–60)% increased chance to reward Divination Cards,Inscribed Ultimatums found in your Maps have #% increased chance to reward Divination Cards,40–60,,,,,,
Totemic Idol,1x3,Suffix,Ritual,Monsters Sacrificed at Ritual Altars in your Maps grant (20–25)% increased Tribute,Monsters Sacrificed at Ritual Altars in your Maps grant #% increased Tribute,20–25,,,,,,
Totemic Idol,1x3,Suffix,Ritual,Ritual Altars in your Maps spawn Monsters (15–20)% faster,Ritual Altars in your Maps spawn Monsters #% faster,15–20,,,,,,
Totemic Idol,1x3,Suffix,Ritual,Deferring Favours at Ritual Altars in your Maps costs (15–20)% reduced Tribute,Deferring Favours at Ritual Altars in your Maps costs #% reduced Tribute,15–20,,,,,,
Totemic Idol,1x3,Suffix,Scarabs,Final Map Boss in each Map has (20–25)% chance to drop an additional Scarab,Final Map Boss in each Map has #% chance to drop an additional Scarab,20–25,,,,,,
Totemic Idol,1x3,Suffix,Scarabs,Rare Monsters in your Maps have (40–60)% increased chance to drop Scarabs per Monster Modifier affecting them,Rare Monsters in your Maps have #% increased chance to drop Scarabs per Monster Modifier affecting them,40–60,,,,,,
Totemic Idol,1x3,Suffix,Strongboxes,Currency Items from Strongboxes in your Maps are Duplicated,Currency Items from Strongboxes in your Maps are Duplicated,100,,,,,,
Totemic Idol,1x3,Suffix,Strongboxes,Maps from Strongboxes in your Maps are Duplicated,Maps from Strongboxes in your Maps are Duplicated,100,,,,,,
Totemic Idol,1x3,Suffix,Strongboxes,Divination Cards from Strongboxes in your Maps are Duplicated,Divination Cards from Strongboxes in your Maps are Duplicated,100,,,,,,
Totemic Idol,1x3,Suffix,Strongboxes,Gems contained in Strongboxes in your Maps are Duplicated,Gems contained in Strongboxes in your Maps are Duplicated,100,,,,,,
Totemic Idol,1x3,Suffix,Eater,Monsters Influenced by The Eater of Worlds in your Maps have (0.8–1.2)% chance to drop an item with an Eater of Worlds Implicit Modifier,Monsters Influenced by The Eater of Worlds in your Maps have #% chance to drop an item with an Eater of Worlds Implicit Modifier,0.8-1.2,,,,,,
Totemic Idol,1x3,Suffix,Eater,(15–20)% increased chance to find Eater of Worlds Altars in your Maps,#% increased chance to find Eater of Worlds Altars in your Maps,15–20,,,,,,
Totemic Idol,1x3,Suffix,Vaal,Items dropped by Unique Monsters have (10–15)% chance to be Corrupted,Items dropped by Unique Monsters have #% chance to be Corrupted,10–15,,,,,,
Totemic Idol,1x3,Suffix,Vaal,Vaal Side Areas in your Maps have (15–20)% chance for Rewards from Vaal Vessels to be Duplicated,Vaal Side Areas in your Maps have #% chance for Rewards from Vaal Vessels to be Duplicated,15–20,,,,,,
Totemic Idol,1x3,Suffix,Maps,(25–35)% increased Rarity of Maps found in your Maps,#% increased Rarity of Maps found in your Maps,25–35,,,,,,
Conqueror Idol,2x2,Prefix,Abyss,Your Maps have +(45–70)% chance to contain an Abyss,Your Maps have +#% chance to contain an Abyss,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Abyss,Your Maps have (224–280)% increased chance to contain an Abyss,Your Maps have #% increased chance to contain an Abyss,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Abyss,Your Maps have +(3–5)% chance to contain an Abyss per 2% increased Pack Size,Your Maps have +#% chance to contain an Abyss per 2% increased Pack Size,3–5,,,,,,
Conqueror Idol,2x2,Prefix,Incursion,Your Maps have +(45–70)% chance to contain Alva,Your Maps have +#% chance to contain Alva,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Incursion,Your Maps have (224–280)% increased chance to contain Alva,Your Maps have #% increased chance to contain Alva,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Rogue Exiles,Your Maps have a (8–12)% chance to contain (6–10) additional Rogue Exiles,Your Maps have a #% chance to contain # additional Rogue Exiles,8–12,,,,,,
Conqueror Idol,2x2,Prefix,Rogue Exiles,Your Maps have a (45–70)% chance to contain an additional Rogue Exile,Your Maps have a #% chance to contain an additional Rogue Exile,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Rogue Exiles,Your Maps have +(20–30)% chance to contain a Rogue Exile,Your Maps have +#% chance to contain a Rogue Exile,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Bestiary,Your Maps have +(45–70)% chance to contain Einhar,Your Maps have +#% chance to contain Einhar,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Bestiary,Your Maps have (224–280)% increased chance to contain Einhar,Your Maps have #% increased chance to contain Einhar,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Beyond,(45–70)% chance for your Maps to attract Beyond Demons,#% chance for your Maps to attract Beyond Demons,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Beyond,Your Maps have +(45–70)% chance to contain a Blight Encounter,Your Maps have +#% chance to contain a Blight Encounter,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Beyond,Your Maps have (224–280)% increased chance to contain a Blight Encounter,Your Maps have #% increased chance to contain a Blight Encounter,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Breach,Your Maps have +(45–70)% chance to contain Breaches,Your Maps have +#% chance to contain Breaches,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Breach,Your Maps have (224–280)% increased chance to contain a Breach,Your Maps have #% increased chance to contain a Breach,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Breach,Your Maps which contain Breaches have (1–2)% chance to contain ten additional Breaches,Your Maps which contain Breaches have #% chance to contain ten additional Breaches,1–2,,,,,,
Conqueror Idol,2x2,Prefix,Delirium,Your Maps have +(45–70)% chance to contain a Mirror of Delirium,Your Maps have +#% chance to contain a Mirror of Delirium,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Delirium,Your Maps have (224–280)% increased chance to contain a Mirror of Delirium,Your Maps have #% increased chance to contain a Mirror of Delirium,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Delirium,Maps found in your Maps have (3–5)% chance to have layers of Delirium,Maps found in your Maps have #% chance to have layers of Delirium,3–5,,,,,,
Conqueror Idol,2x2,Prefix,Delve,Your Maps have +(45–70)% chance to contain Niko,Your Maps have +#% chance to contain Niko,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Delve,Your Maps have (224–280)% increased chance to contain Niko,Your Maps have #% increased chance to contain Niko,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Shrine,Your Maps contain an additional Shrine,Your Maps contain an additional Shrine,100,,,,,,
Conqueror Idol,2x2,Prefix,Shrine,Your Maps have +(20–30)% chance to contain a Shrine,Your Maps have +#% chance to contain a Shrine,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Essence,Your Maps contain an additional Imprisoned Monster,Your Maps contain an additional Imprisoned Monster,100,,,,,,
Conqueror Idol,2x2,Prefix,Essence,Your Maps have +(20–30)% chance to contain an Imprisoned Monster,Your Maps have +#% chance to contain an Imprisoned Monster,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Expedition,Your Maps have +(45–70)% chance to contain an Expedition Encounter,Your Maps have +#% chance to contain an Expedition Encounter,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Expedition,Your Maps have (224–280)% increased chance to contain an Expedition Encounter,Your Maps have #% increased chance to contain an Expedition Encounter,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Harbinger,Your Maps contain an additional Harbinger,Your Maps contain an additional Harbinger,100,,,,,,
Conqueror Idol,2x2,Prefix,Harbinger,Your Maps have a (20–30)% chance to contain an additional Harbinger,Your Maps have a #% chance to contain an additional Harbinger,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Harvest,Your Maps have +(45–70)% chance to contain The Sacred Grove,Your Maps have +#% chance to contain The Sacred Grove,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Harvest,Your Maps have (224–280)% increased chance to contain The Sacred Grove,Your Maps have #% increased chance to contain The Sacred Grove,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Heist,Your Maps have +(45–70)% chance to contain a Smuggler's Cache,Your Maps have +#% chance to contain a Smuggler's Cache,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Heist,Your Maps have (224–280)% increased chance to contain a Smuggler's Cache,Your Maps have #% increased chance to contain a Smuggler's Cache,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Betrayal,Your Maps have +(45–70)% chance to contain Jun,Your Maps have +#% chance to contain Jun,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Betrayal,Your Maps have (224–280)% increased chance to contain Jun,Your Maps have #% increased chance to contain Jun,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Legion,Your Maps have +(45–70)% chance to contain a Legion Encounter,Your Maps have +#% chance to contain a Legion Encounter,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Legion,Your Maps have (224–280)% increased chance to contain a Legion Encounter,Your Maps have #% increased chance to contain a Legion Encounter,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Maps,(8–12)% chance on Completing your Maps to gain a free use of a random Map Crafting option,#% chance on Completing your Maps to gain a free use of a random Map Crafting option,8–12,,,,,,
Conqueror Idol,2x2,Prefix,Maps,(3–4)% chance on Completing your Maps to gain a free use of a special Map Crafting option,#% chance on Completing your Maps to gain a free use of a special Map Crafting option,3–4,,,,,,
Conqueror Idol,2x2,Prefix,Ultimatum,Your Maps have (224–280)% increased chance to contain an Ultimatum Encounter,Your Maps have #% increased chance to contain an Ultimatum Encounter,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Ultimatum,Your Maps have +(45–70)% chance to contain an Ultimatum Encounter,Your Maps have +#% chance to contain an Ultimatum Encounter,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Ritual,Your Maps have +(45–70)% chance to contain Ritual Altars,Your Maps have +#% chance to contain Ritual Altars,45–70,,,,,,
Conqueror Idol,2x2,Prefix,Ritual,Your Maps have (224–280)% increased chance to contain Ritual Altars,Your Maps have #% increased chance to contain Ritual Altars,224–280,,,,,,
Conqueror Idol,2x2,Prefix,Strongboxes,Your Maps contain an additional Strongbox,Your Maps contain an additional Strongbox,100,,,,,,
Conqueror Idol,2x2,Prefix,Strongboxes,Your Maps have +(20–30)% chance to contain a Strongbox,Your Maps have +#% chance to contain a Strongbox,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Torment,Your Maps have +(20–30)% chance to be haunted by a Tormented Spirit,Your Maps have +#% chance to be haunted by a Tormented Spirit,20–30,,,,,,
Conqueror Idol,2x2,Prefix,Torment,Your Maps are haunted by an additional Tormented Spirit,Your Maps are haunted by an additional Tormented Spirit,100,,,,,,
Conqueror Idol,2x2,Prefix,Maps,(4–6)% increased Quantity of Items found in your Maps,#% increased Quantity of Items found in your Maps,4–6,,,,,,
Conqueror Idol,2x2,Prefix,Pack Size,(4–6)% increased Pack size,#% increased Pack size,4–6,,,,,,
Conqueror Idol,2x2,Prefix,Maps,(3–5)% increased effect of Explicit Modifiers on your Maps per 5% Map Quality,#% increased effect of Explicit Modifiers on your Maps per 5% Map Quality,3–5,,,,,,
Conqueror Idol,2x2,Prefix,Maps,(2–3)% increased effect of Explicit Modifiers on your Maps per Explicit Modifier,#% increased effect of Explicit Modifiers on your Maps per Explicit Modifier,2–3,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abyss Jewels found in Abyssal Troves or dropped by Stygian Spires in your Maps have (15–25)% chance to be Corrupted and have 5 or 6 random Modifiers,Abyss Jewels found in Abyssal Troves or dropped by Stygian Spires in your Maps have #% chance to be Corrupted and have 5 or 6 random Modifiers,15–25,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abyss Jewels dropped by Abyssal Troves or Stygian Spires in your Maps have a 1% Chance to be Rare and Corrupted,Abyss Jewels dropped by Abyssal Troves or Stygian Spires in your Maps have a 1% Chance to be Rare and Corrupted,1,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abyss Pits in your Maps have (14–20)% chance to spawn 5 additional Rare Monsters,Abyss Pits in your Maps have #% chance to spawn 5 additional Rare Monsters,14–20,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abyssal Troves and Stygian Spires in your Maps have (0.03–0.05)% chance to drop an Abyss Scarab,Abyssal Troves and Stygian Spires in your Maps have #% chance to drop an Abyss Scarab,0.03-0.05,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abysses in your Maps that do not lead to an Abyssal Depths lead to 4 Pits if able,Abysses in your Maps that do not lead to an Abyssal Depths lead to 4 Pits if able,100,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abysses in your Maps that do not lead to an Abyssal Depths lead to at least 3 Pits if able,Abysses in your Maps that do not lead to an Abyssal Depths lead to at least 3 Pits if able,100,,,,,,
Conqueror Idol,2x2,Suffix,Abyss,Abysses in your Maps spawn (8–12)% increased Monsters for each prior Pit in that Abyss,Abysses in your Maps spawn #% increased Monsters for each prior Pit in that Abyss,8–12,,,,,,
Conqueror Idol,2x2,Suffix,Incursion,Killing resident Architects in your Maps adds their Upgrade Tier to the surviving Architect's Room,Killing resident Architects in your Maps adds their Upgrade Tier to the surviving Architect's Room,100,,,,,,
Conqueror Idol,2x2,Suffix,Incursion,Incursions in your Maps contain a Vaal Flesh Merchant,Incursions in your Maps contain a Vaal Flesh Merchant,100,,,,,,
Conqueror Idol,2x2,Suffix,Incursion,Your Maps with Incursions always have four Incursions,Your Maps with Incursions always have four Incursions,100,,,,,,
Conqueror Idol,2x2,Suffix,Incursion,Time gained from Kills is Doubled for Incursions in your Maps,Time gained from Kills is Doubled for Incursions in your Maps,100,,,,,,
Conqueror Idol,2x2,Suffix,Incursion,Incursions in your Maps contain Cursed Treasures,Incursions in your Maps contain Cursed Treasures,100,,,,,,
Conqueror Idol,2x2,Suffix,Rogue Exiles,Wild Rogue Exiles in your Maps have (40–60)% chance to have additional Rewards,Wild Rogue Exiles in your Maps have #% chance to have additional Rewards,40–60,,,,,,
Conqueror Idol,2x2,Suffix,Bestiary,Beasts in your Maps are more likely to be less common varieties,Beasts in your Maps are more likely to be less common varieties,100,,,,,,
Conqueror Idol,2x2,Suffix,Bestiary,Einhar remains in your Maps after his Mission is Complete,Einhar remains in your Maps after his Mission is Complete,100,,,,,,
Conqueror Idol,2x2,Suffix,Bestiary,Yellow Beasts in your Maps have (12–18)% chance to be replaced with Red Beasts,Yellow Beasts in your Maps have #% chance to be replaced with Red Beasts,12–18,,,,,,
Conqueror Idol,2x2,Suffix,Bestiary,"Beasts in your Maps have a (15–20)% chance to break free
Beasts which break free in your Maps gain Bestial Rage
Defeating Beasts grants Hunters' Cunning per Bestial Rage on the defeated Beast","Beasts in your Maps have a #% chance to break free
Beasts which break free in your Maps gain Bestial Rage
Defeating Beasts grants Hunters' Cunning per Bestial Rage on the defeated Beast",15–20,,,,,,
Conqueror Idol,2x2,Suffix,Beyond,Slaying Enemies in your Maps has a (12–18)% increased chance to spawn a Beyond Portal,Slaying Enemies in your Maps has a #% increased chance to spawn a Beyond Portal,12–18,,,,,,
Conqueror Idol,2x2,Suffix,Beyond,Gain Demonic Power on defeating a Beyond Boss in your Maps,Gain Demonic Power on defeating a Beyond Boss in your Maps,100,,,,,,
Conqueror Idol,2x2,Suffix,Blight,Varieties of Items contained in (3–5) Blight Chests in your Maps are Lucky,Varieties of Items contained in # Blight Chests in your Maps are Lucky,3–5,,,,,,
Conqueror Idol,2x2,Suffix,Blight,Blight chests in your Maps have a (5–10)% chance to be openable again,Blight chests in your Maps have a #% chance to be openable again,5–10,,,,,,
Conqueror Idol,2x2,Suffix,Blight,Completing a Blight Encounter in your Maps grants all Players Blightreach,Completing a Blight Encounter in your Maps grants all Players Blightreach,100,,,,,,
Conqueror Idol,2x2,Suffix,Blight,"Blight Towers in your Maps can be Salvaged after the Blight Encounter
Higher Tier Towers grant better Salvaged Rewards
Salvaged Rewards are improved for each different Tower Type built during Encounter","Blight Towers in your Maps can be Salvaged after the Blight Encounter
Higher Tier Towers grant better Salvaged Rewards
Salvaged Rewards are improved for each different Tower Type built during Encounter",100,,,,,,
Conqueror Idol,2x2,Suffix,Breach,Breach Bosses Defeated in your Maps have (3–5)% chance to drop a Breachstone,Breach Bosses Defeated in your Maps have #% chance to drop a Breachstone,3–5,,,,,,
Conqueror Idol,2x2,Suffix,Breach,Breaches in your Maps contain (2–3) additional Clasped Hands,Breaches in your Maps contain # additional Clasped Hands,2–3,,,,,,
Conqueror Idol,2x2,Suffix,Breach,"Breaches in your Maps have (2–3)% chance to contain Xesht-Ula, the Open Hand","Breaches in your Maps have #% chance to contain Xesht-Ula, the Open Hand",2–3,,,,,,
Conqueror Idol,2x2,Suffix,Breach,Breach Boss' Clasped Hands in your Maps have (3–5)% chance to spawn a Breach Boss when opened,Breach Boss' Clasped Hands in your Maps have #% chance to spawn a Breach Boss when opened,3–5,,,,,,
Conqueror Idol,2x2,Suffix,Exarch,Your Maps have (10–15)% chance to award double progress towards encountering The Searing Exarch,Your Maps have #% chance to award double progress towards encountering The Searing Exarch,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Exarch,Eldritch Embers found in your Maps influenced by The Searing Exarch have (10–15)% chance to be Duplicated,Eldritch Embers found in your Maps influenced by The Searing Exarch have #% chance to be Duplicated,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Delirium,Delirium Encounters in your Maps have (8–12)% chance to generate three additional Reward types,Delirium Encounters in your Maps have #% chance to generate three additional Reward types,8–12,,,,,,
Conqueror Idol,2x2,Suffix,Delirium,(20–30)% increased Stack size of Simulacrum Splinters found in your Maps,#% increased Stack size of Simulacrum Splinters found in your Maps,20–30,,,,,,
Conqueror Idol,2x2,Suffix,Delirium,Delirious Unique Monsters in your Maps have a (1–2)% chance to drop an additional Delirium Orb,Delirious Unique Monsters in your Maps have a #% chance to drop an additional Delirium Orb,1–2,,,,,,
Conqueror Idol,2x2,Suffix,Delirium,Delirious Unique Monsters in your Maps have a (2–3)% chance to drop an additional Cluster Jewel,Delirious Unique Monsters in your Maps have a #% chance to drop an additional Cluster Jewel,2–3,,,,,,
Conqueror Idol,2x2,Suffix,Delve,Voltaxic Sulphite Veins and Chests in your Maps are guarded by Sulphite-hoarding Monsters,Voltaxic Sulphite Veins and Chests in your Maps are guarded by Sulphite-hoarding Monsters,100,,,,,,
Conqueror Idol,2x2,Suffix,Delve,You Gain +(2–3)% to all maximum Elemental Resistances per stack of Sulphite Intoxication.,You Gain +#% to all maximum Elemental Resistances per stack of Sulphite Intoxication.,2–3,,,,,,
Conqueror Idol,2x2,Suffix,Delve,Voltaxic Sulphite Veins and Chests found in your Maps contains Doomed Spirits,Voltaxic Sulphite Veins and Chests found in your Maps contains Doomed Spirits,100,,,,,,
Conqueror Idol,2x2,Suffix,Shrine,Shrines in your Maps are guarded by at least one Magic Pack,Shrines in your Maps are guarded by at least one Magic Pack,100,,,,,,
Conqueror Idol,2x2,Suffix,Shrine,Shrines in your Maps grant a random additional Shrine Effect,Shrines in your Maps grant a random additional Shrine Effect,100,,,,,,
Conqueror Idol,2x2,Suffix,Shrine,Shrines in your Maps have (8–12)% chance to be a Covetous Shrine,Shrines in your Maps have #% chance to be a Covetous Shrine,8–12,,,,,,
Conqueror Idol,2x2,Suffix,Essence,Imprisoned Monsters in your Maps have at least 1 Essence at the highest possible tier,Imprisoned Monsters in your Maps have at least 1 Essence at the highest possible tier,100,,,,,,
Conqueror Idol,2x2,Suffix,Essence,Essences found in your Maps have (25–35)% chance to be a tier higher,Essences found in your Maps have #% chance to be a tier higher,25–35,,,,,,
Conqueror Idol,2x2,Suffix,Essence,Using Remnants of Corruption on Imprisoned Monsters in your Maps replaces all Essences with one of the Essences on the Imprisoned Monster,Using Remnants of Corruption on Imprisoned Monsters in your Maps replaces all Essences with one of the Essences on the Imprisoned Monster,100,,,,,,
Conqueror Idol,2x2,Suffix,Expedition,(80–120)% increased Explosive Placement Range in your Maps,#% increased Explosive Placement Range in your Maps,80–120,,,,,,
Conqueror Idol,2x2,Suffix,Expedition,Expeditions in your Maps have +(1–2) Remnants,Expeditions in your Maps have +# Remnants,1–2,,,,,,
Conqueror Idol,2x2,Suffix,Expedition,Your Maps contain (20–25)% increased number of Runic Monster Markers,Your Maps contain #% increased number of Runic Monster Markers,20–25,,,,,,
Conqueror Idol,2x2,Suffix,Harbingers,Currency Shards dropped by Harbingers in your Maps can drop as Currency Items instead,Currency Shards dropped by Harbingers in your Maps can drop as Currency Items instead,100,,,,,,
Conqueror Idol,2x2,Suffix,Harvest,Plants Harvested in your Maps have (4–8)% chance to spawn duplicated Monsters,Plants Harvested in your Maps have #% chance to spawn duplicated Monsters,4–8,,,,,,
Conqueror Idol,2x2,Suffix,Harvest,Harvested Plants in your Maps have (10–15)% chance to spawn an additional Monster,Harvested Plants in your Maps have #% chance to spawn an additional Monster,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Harvest,Lifeforce dropped by Harvest Monsters in your Maps has (10–15)% chance to be Duplicated,Lifeforce dropped by Harvest Monsters in your Maps has #% chance to be Duplicated,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Heist,Blueprints that drop in your Maps have (10–15)% chance to be fully Revealed,Blueprints that drop in your Maps have #% chance to be fully Revealed,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Heist,Your Maps that contain Smuggler's Caches have a (4–6)% chance to contain 6 additional Smuggler's Caches,Your Maps that contain Smuggler's Caches have a #% chance to contain 6 additional Smuggler's Caches,4–6,,,,,,
Conqueror Idol,2x2,Suffix,Heist,Smuggler's Caches in your Maps have (10–15)% increased chance to contain Blueprints for each Smuggler's Cache opened in the Map,Smuggler's Caches in your Maps have #% increased chance to contain Blueprints for each Smuggler's Cache opened in the Map,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Heist,Huck accompanies you on opening the first Smuggler's Cache in each of your Maps,Huck accompanies you on opening the first Smuggler's Cache in each of your Maps,100,,,,,,
Conqueror Idol,2x2,Suffix,Betrayal,Immortal Syndicate Members in your Maps drop (100–200)% more Items when Bargained with for Items,Immortal Syndicate Members in your Maps drop #% more Items when Bargained with for Items,100–200,,,,,,
Conqueror Idol,2x2,Suffix,Betrayal,Completing your Maps grants (10–15) Intelligence for a random Immortal Syndicate Safehouse,Completing your Maps grants # Intelligence for a random Immortal Syndicate Safehouse,10–15,,,,,,
Conqueror Idol,2x2,Suffix,Trials,Labyrinth Trials in your Maps have (20–25)% chance to award an Improved Offering to the Goddess,Labyrinth Trials in your Maps have #% chance to award an Improved Offering to the Goddess,20–25,,,,,,
Conqueror Idol,2x2,Suffix,Legion,Legion Encounters in your Maps contain 2 additional Sergeants,Legion Encounters in your Maps contain 2 additional Sergeants,100,,,,,,
Conqueror Idol,2x2,Suffix,Legion,Legion Encounters with a General in your Maps have both Generals,Legion Encounters with a General in your Maps have both Generals,100,,,,,,
Conqueror Idol,2x2,Suffix,Legion,(0.5–0.75)% chance for Timeless Splinters to drop as Timeless Emblems instead in your Maps,#% chance for Timeless Splinters to drop as Timeless Emblems instead in your Maps,0.5-0.75,,,,,,
Conqueror Idol,2x2,Suffix,Ultimatum,Ultimatum Encounters in your Maps grant rewards as though you completed an additional Round,Ultimatum Encounters in your Maps grant rewards as though you completed an additional Round,10,,,,,,
Conqueror Idol,2x2,Suffix,Ultimatum,Ultimatum Boss drops a full stack of a random Catalyst,Ultimatum Boss drops a full stack of a random Catalyst,100,,,,,,
Conqueror Idol,2x2,Suffix,Ultimatum,Ultimatum Rewards in your Maps have (20–25)% chance to be duplicated,Ultimatum Rewards in your Maps have #% chance to be duplicated,20–25,,,,,,
Conqueror Idol,2x2,Suffix,Ritual,Your Maps with Ritual Altars always have four Ritual Altars,Your Maps with Ritual Altars always have four Ritual Altars,100,,,,,,
Conqueror Idol,2x2,Suffix,Ritual,Ritual Altars in your Maps allow rerolling Favours an additional time,Ritual Altars in your Maps allow rerolling Favours an additional time,100,,,,,,
Conqueror Idol,2x2,Suffix,Ritual,Completing the final Ritual Altar in your Maps has (15–20)% chance to drop a Blood-filled Vessel,Completing the final Ritual Altar in your Maps has #% chance to drop a Blood-filled Vessel,15–20,,,,,,
Conqueror Idol,2x2,Suffix,Scarabs,Map Device has (3–5)% chance not to consume Scarabs,Map Device has #% chance not to consume Scarabs,3–5,,,,,,
Conqueror Idol,2x2,Suffix,Scarabs,Scarabs found in your Maps are more likely to be less common varieties,Scarabs found in your Maps are more likely to be less common varieties,100,,,,,,
Conqueror Idol,2x2,Suffix,Strongboxes,Strongboxes in your Maps are at least Rare,Strongboxes in your Maps are at least Rare,100,,,,,,
Conqueror Idol,2x2,Suffix,Strongboxes,Strongboxes in your Maps are Corrupted,Strongboxes in your Maps are Corrupted,100,,,,,,
Conqueror Idol,2x2,Suffix,Strongboxes,Strongboxes opened in your Maps have (5–9)% chance to be openable again,Strongboxes opened in your Maps have #% chance to be openable again,5–9,,,,,,
Conqueror Idol,2x2,Suffix,Pack Size,Synthesised Monsters in Synthesis Maps have (20–30)% increased Pack Size,Synthesised Monsters in Synthesis Maps have #% increased Pack Size,20–30,,,,,,
Conqueror Idol,2x2,Suffix,Eater,Monster Packs Influenced by The Eater of Worlds in your Maps have (25–35)% increased Pack Size,Monster Packs Influenced by The Eater of Worlds in your Maps have #% increased Pack Size,25–35,,,,,,
Conqueror Idol,2x2,Suffix,Torment,Tormented Spirits in your Maps are more likely to be less common varieties,Tormented Spirits in your Maps are more likely to be less common varieties,100,,,,,,
Conqueror Idol,2x2,Suffix,Maps,Defeating a Map Boss while Witnessed by The Maven has (10–15)% chance to count as also Witnessing an additional random Map Boss,Defeating a Map Boss while Witnessed by The Maven has #% chance to count as also Witnessing an additional random Map Boss,10–15,,,,,,
